QueryString,PredictedLabel
c# exceptions,TRUE
c# collection,TRUE
c# waitforseconds,TRUE
c# data structures,TRUE
cs0117 c# 'resources' does not contain a definition for,FALSE
enc0021 c# adding 'namespace' will prevent the debug session from continuing.,FALSE
dapper c#,TRUE
c# random int,TRUE
c# clone object,TRUE
c# iif,TRUE
c# where,TRUE
cs0305 c# using the generic type 'list<t>' requires 1 type arguments,FALSE
c# anonymous function,TRUE
c# sqlconnection,TRUE
c# split string into array,TRUE
c# 8 switch expression,FALSE
c# unity,TRUE
fibonnaci sequence c#,TRUE
c# time,TRUE
singleton c#,TRUE
partial class c#,TRUE
task c#,TRUE
cs1503 c# argument 3: cannot convert from to,FALSE
c# writeline,TRUE
json deserialize c#,TRUE
cs0006 c# and asp.net mvc 4.0 metadata file could not be found,FALSE
cs1525 c# invalid expression term 'else',FALSE
c# directory.getfiles,TRUE
cs1705 test c# assembly with identity uses which has a higher version than referenced assembly with identity,FALSE
cs0029 c# cannot implicitly convert type to 'bool',FALSE
cs0708 c# '': cannot declare instance members in a static class,FALSE
random number generator c#,TRUE
c# to vb.net converter,FALSE
ide0017 test c# object initialization can be simplified,FALSE
c# orderby,TRUE
c# int array,TRUE
c# read file line by line,TRUE
c# sqlite,TRUE
c# string literal,TRUE
c# todictionary,TRUE
c# editor,TRUE
nameof c#,TRUE
c# if debug,TRUE
2d array c#,TRUE
cs3001 c# argument type is not cls-compliant,FALSE
httpresponsemessage c#,TRUE
c# dllimport,TRUE
cs2015 c# is a binary file instead of a text file,FALSE
c# anonymous object,TRUE
c# directoryinfo,TRUE
c# thread.sleep,TRUE
c# return tuple,TRUE
ca2007 c# consider calling configureawait on the awaited task,TRUE
string to byte array c#,TRUE
c# $ string,TRUE
httpwebrequest c#,TRUE
ide1003 c# analyzer assembly depends on but it was not found. analyzers may not run correctly unless the missing assembly is added as an analyzer reference as well.,FALSE
c# char array to string,TRUE
c# internal class,TRUE
generics c#,TRUE
func c#,TRUE
c# cultureinfo,TRUE
c# math,TRUE
c# types,TRUE
c# write string to file,TRUE
c# byte array,TRUE
throw exception c#,TRUE
c# get filename from path,TRUE
c# global variable,TRUE
c# message box,TRUE
c# string methods,TRUE
c# jagged array,TRUE
lambda c#,TRUE
c# to vb converter,FALSE
cs0266 c# cannot implicitly convert type 'object' to. an explicit conversion exists (are you missing a cast?),FALSE
string replace c#,TRUE
c# api,TRUE
cs1762 c# a reference was created to embedded interop assembly because of an indirect reference to that assembly created by assembly. consider changing the property on either assembly.,FALSE
for each c#,TRUE
c# configureawait,TRUE
cs0234 c# the type or namespace name 'common' does not exist in the namespace (are you missing an assembly reference?),FALSE
c# semaphore,TRUE
c# read csv,TRUE
c# convert double to int,TRUE
c# read csv file,TRUE
c# internal keyword,TRUE
c# escape characters,TRUE
c# nullable reference types,FALSE
c# event handler,TRUE
c# singleton pattern,TRUE
c# cheat sheet,TRUE
c# datetime tostring format,TRUE
cs0246 c# the type or namespace name 'dbcontext' could not be found (are you missing a using directive or an assembly reference?),FALSE
c# keywords,TRUE
cs1503 c# argument 1: cannot convert from 'string' to 'char',FALSE
cs1508 c# resource identifier has already been used in this assembly,FALSE
c# boolean,TRUE
for loop in c#,FALSE
c# bitmap,TRUE
c# dictionary trygetvalue,TRUE
c# multiple inheritance,TRUE
c# xmldocument,TRUE
c# local function,TRUE
c# readonly property,TRUE
c# linq foreach,TRUE
c# check for null,FALSE
sealed class c#,TRUE
cs7038 c# failed to emit module.,FALSE
cs1503 c# argument 1: cannot convert from 'int' to,FALSE
c# json parser,TRUE
c# default,TRUE
cs0234 c# the type or namespace name 'visualstudio' does not exist in the namespace 'microsoft' (are you missing an assembly reference?),FALSE
c# double to int,TRUE
c# parse string,TRUE
c# string to double,TRUE
c# current date,TRUE
c# foreach index,TRUE
if statement c#,TRUE
cs0029 c# cannot implicitly convert type 'void' to,FALSE
cs8112 c# is a local function and must therefore always have a body.,TRUE
split string c#,TRUE
hashmap c#,TRUE
c# list length,TRUE
c# using static,TRUE
dictionary in c#,TRUE
c# switch on type,TRUE
c# int to enum,TRUE
cs8137 c# cannot define a class or member that utilizes tuples because the compiler required type cannot be found. are you missing a reference?,FALSE
c# selectmany,TRUE
else if c#,TRUE
c# this,TRUE
ide0057 c# substring can be simplified,FALSE
online c#,TRUE
async c#,TRUE
static class c#,TRUE
cs0234 c# the type or namespace name 'data' does not exist in the namespace (are you missing an assembly reference?),FALSE
c# convert enum to int,TRUE
cs1501 c# no overload for method takes 4 arguments,FALSE
c# comments,TRUE
c# linq where,TRUE
c# read json file,FALSE
datetimeoffset c#,TRUE
c# isnull,TRUE
c# select,TRUE
c# exit foreach,TRUE
c# list foreach,TRUE
c# switch pattern matching,FALSE
cs1902 c# invalid option for /debug; must be full or pdbonly,FALSE
c# xml,TRUE
factory pattern c#,TRUE
or in c#,TRUE
c# is operator,TRUE
delegates c#,TRUE
c# script,TRUE
cs0079 c# the event can only appear on the left hand side of += or -=,FALSE
c# math.pow,TRUE
c# gui,TRUE
cs1061 c# 'httpcontent' does not contain a definition for 'readasasync' and no accessible extension method 'readasasync' accepting a first argument of type 'httpcontent' could be found (are you missing a using directive or an assembly reference?),FALSE
c# double question mark,TRUE
c# create array,TRUE
c# convert int to enum,TRUE
extension method c#,TRUE
c# return,TRUE
c# 8 release date,FALSE
c# 8 switch,TRUE
queue c#,TRUE
keyvaluepair c#,TRUE
c# icomparable,TRUE
c# mod operator,TRUE
c# cast string to int,TRUE
ide0035 c# unreachable code detected,TRUE
c# pause,TRUE
cs7036 c# there is no argument given that corresponds to the required formal parameter 'name' of,FALSE
? in c#,TRUE
c# process.start,TRUE
c# list add,TRUE
cs0234 c# and asp.net the type or namespace name does not exist in the namespace (are you missing an assembly reference?),FALSE
cs0246 c# the type or namespace name 'nunit' could not be found (are you missing a using directive or an assembly reference?),FALSE
c# enumeration,TRUE
c# trim string,TRUE
c# concurrent list,TRUE
c# array contains,TRUE
c# exit for loop,TRUE
byte array to string c#,TRUE
c# dictionary add,TRUE
c# typedef,TRUE
c# tuning,TRUE
w3schools c#,TRUE
c# short,TRUE
c# datetime.now,TRUE
c# readline,TRUE
cs0305 c# using the generic type requires 2 type arguments,FALSE
selenium c#,TRUE
c# round up,TRUE
c# unit testing,TRUE
c# read xml file,TRUE
cs0737 c# does not implement interface member. cannot implement an interface member because it is not public.,FALSE
cs0117 c# 'resource.id' does not contain a definition for,FALSE
c# thread sleep,TRUE
c# combobox,TRUE
c# array declaration,TRUE
c# dynamic array,TRUE
c# timestamp,TRUE
c# call base constructor,TRUE
c# file extension,TRUE
c# ?. operator,TRUE
firstordefault c#,TRUE
cs0103 c# the name 'context' does not exist in the current context,FALSE
c# color,TRUE
convert byte array to string c#,TRUE
c# try,TRUE
c# listbox,TRUE
ad0001 xaml and c# analyzer threw an exception of type 'system.nullreferenceexception' with message 'object reference not set to an instance of an object.'.,FALSE
c# string comparison,TRUE
cs1668 c# invalid search path specified in --,TRUE
arrays c#,TRUE
c# default parameter,TRUE
c# listview,TRUE
c# assembly,TRUE
c# groupby,TRUE
cs0246 c# and asp.net mvc 4.0 the type or namespace name could not be found (are you missing a using directive or an assembly reference?),FALSE
c# @,TRUE
cs0246 c# the type or namespace name 'log4net' could not be found (are you missing a using directive or an assembly reference?),FALSE
c# textwriter,TRUE
c# constants,TRUE
linq join c#,TRUE
c# securestring,TRUE
c# new string array,TRUE
c# sort,TRUE
cs0266 c# cannot implicitly convert type 'double' to 'float'. an explicit conversion exists (are you missing a cast?),FALSE
moq c#,TRUE
namespace c#,TRUE
c# operator precedence,TRUE
icomparable c#,TRUE
c# timespan format,TRUE
int.tryparse c#,TRUE
c# array initializer,TRUE
c# async main,TRUE
c# using alias,TRUE
c# sorted list,TRUE
c# ??=,TRUE
c# garbage collection,TRUE
cs0311 c# the type cannot be used as type parameter 't' in the generic type or method. there is no implicit reference conversion from to.,FALSE
cs0234 c# the type or namespace name 'global_asax' does not exist in the namespace 'asp' (are you missing an assembly reference?),FALSE
the breakpoint will not currently be hit c#,FALSE
c# enum tostring,TRUE
how to code in c#,TRUE
c# async task,TRUE
c# polymorphism,TRUE
c# delegate example,TRUE
c# write to console,TRUE
cs0311 c# the type cannot be used as type parameter 'tcontext' in the generic type or method. there is no implicit reference conversion from to.,FALSE
c# union,TRUE
c# % operator,TRUE
c# datarow,TRUE
c# webrequest,TRUE
c# visual studio,TRUE
math.round c#,TRUE
c# linq groupby,TRUE
c# open file dialog,TRUE
inheritance c#,TRUE
cs0037 c# cannot convert null to 'int' because it is a non-nullable value type,FALSE
c# logging,TRUE
c# %,TRUE
c# linq orderby,TRUE
c# pointers,TRUE
c# parse xml,TRUE
c# string to date,TRUE
c# using declaration,TRUE
ide0065 c# using directives must be placed outside of a namespace declaration,FALSE
not all code paths return a value c#,FALSE
c# generic,TRUE
c# expression,TRUE
c# wpf,TRUE
c# download file,TRUE
c# implicit operator,TRUE
c# list to array,TRUE
c# ping,TRUE
c# override equals,TRUE
c# get environment variable,TRUE
ilist c#,TRUE
cs0103 c# the name 'file' does not exist in the current context,FALSE
cs0579 c# duplicate 'global::system.runtime.versioning.targetframeworkattribute' attribute,FALSE
regex tester c#,TRUE
cs1061 c# 'settings' does not contain a definition for and no accessible extension method accepting a first argument of type 'settings' could be found (are you missing a using directive or an assembly reference?),FALSE
c# remove last character from string,TRUE
c# string to stream,TRUE
c# create file,TRUE
cs7035 c# the specified version string does not conform to the recommended format - major.minor.build.revision,FALSE
decimal c#,TRUE
c# class example,TRUE
c# automapper,TRUE
c# heap,TRUE
json c#,TRUE
cs1587 c# xml comment is not placed on a valid language element,FALSE
c# strings,TRUE
c# get current date,TRUE
c# time format,TRUE
write to file c#,TRUE
cs1513 c# and asp.net } expected,FALSE
ide0027 c# use expression body for accessors,FALSE
cs0103 c# the name 'messagebox' does not exist in the current context,FALSE
openfiledialog c#,TRUE
ide1002 c# analyzer assemblies and both have identity but different contents. only one will be loaded and analyzers using these assemblies may not run correctly.,FALSE
inotifypropertychanged c#,TRUE
c# bool,TRUE
c# string vs string,TRUE
c# enumerable,TRUE
ide1006 c# naming rule violation: missing prefix: '_',FALSE
cs0664 c# literal of type double cannot be implicitly converted to type 'float'; use an 'f' suffix to create a literal of this type,FALSE
cs0029 c# cannot implicitly convert type 'double' to 'string',FALSE
c# projects,TRUE
c# discard,TRUE
vb.net to c# converter,FALSE
c# case switch,TRUE
c# xmlreader,TRUE
case statement c#,TRUE
cs0177 c# the out parameter must be assigned to before control leaves the current method,FALSE
c# matrix,TRUE
c# httpwebrequest,TRUE
c# read excel file,TRUE
cs0122 test c# is inaccessible due to its protection level,FALSE
c# windows service,TRUE
c# create text file,TRUE
c# generate random number,TRUE
c# string interpolation formatting,TRUE
c# add to list,TRUE
c# datetime parse,TRUE
cs1660 c# cannot convert lambda expression to type 'string' because it is not a delegate type,FALSE
idisposable c#,TRUE
c# decimal precision,TRUE
linked list c#,TRUE
cs8070 c# control cannot fall out of switch from final case label ('default:'),FALSE
c# static method,TRUE
c# array of strings,TRUE
unit testing c#,TRUE
cs0060 c# inconsistent accessibility: base class is less accessible than class,FALSE
c# ^ operator,TRUE
c# datetime formats,TRUE
c# serialization,TRUE
cs0234 c# the type or namespace name 'ui' does not exist in the namespace (are you missing an assembly reference?),FALSE
c# comment,TRUE
c# string to char array,TRUE
string to datetime c#,TRUE
unt0002 c# comparing tags using == is inefficient.,FALSE
c# as keyword,TRUE
c# write file,TRUE
substring in c#,TRUE
enum in c#,TRUE
c# ? :,TRUE
cs1503 c# argument 2: cannot convert from 'string' to,FALSE
c# jobject,TRUE
datagridview c#,TRUE
cs1941 c# the type of one of the expressions in the join clause is incorrect. type inference failed in the call to 'join'.,FALSE
c# ordered list,TRUE
c# question mark,TRUE
c# get computer name,TRUE
c# 7,TRUE
c# if or,TRUE
guid c#,TRUE
using statement c#,TRUE
c# with,TRUE
c# constructor chaining,TRUE
c# object to json,FALSE
cs0214 c# pointers and fixed size buffers may only be used in an unsafe context,FALSE
c# ||,TRUE
cs8602 c# dereference of a possibly null reference.,FALSE
c# question mark operator,TRUE
c# copy to clipboard,TRUE
c# join,TRUE
convert json to c# class,FALSE
c# out keyword,TRUE
c# loops,TRUE
jobject c#,TRUE
c# exception handling,TRUE
c# generic class,TRUE
c# substring example,TRUE
c# random string,TRUE
c# parse,TRUE
c# graphics,TRUE
c# pair,TRUE
cs1503 c# argument 1: cannot convert from 'method group' to 'string',FALSE
what is c sharp,FALSE
c# entity framework,TRUE
cs8630 c# invalid value: 'enable' for c# 7.3. please use language version or greater.,FALSE
c# string reverse,TRUE
c# int?,TRUE
c# int.tryparse,TRUE
struct vs class c#,FALSE
cannot implicitly convert type c#,FALSE
c# inputbox,TRUE
cs0311 c# the type cannot be used as type parameter 'timplementation' in the generic type or method. there is no implicit reference conversion from to.,FALSE
download c#,TRUE
c# boxing,TRUE
cs0234 c# the type or namespace name 'core' does not exist in the namespace (are you missing an assembly reference?),FALSE
try catch finally c#,FALSE
c# hash,TRUE
observablecollection c#,TRUE
c# move file,TRUE
c# rest api,TRUE
c# zip,TRUE
c# exit program,TRUE
string.replace c#,TRUE
c# elseif,TRUE
iequalitycomparer c#,TRUE
c# moq,TRUE
learn c sharp,TRUE
cs0136 c# a local or parameter named 'i' cannot be declared in this scope because that name is used in an enclosing local scope to define a local or parameter,FALSE
cs0428 c# cannot convert method group to non-delegate type 'string'. did you intend to invoke the method?,FALSE
cs4008 c# cannot await 'void',FALSE
c# => meaning,TRUE
c# string[],TRUE
cs0206 c# a property or indexer may not be passed as an out or ref parameter,FALSE
do while loop c#,FALSE
c# linq group by,FALSE
cs0107 c# more than one protection modifier,FALSE
c# convert string to float,TRUE
c# examples,TRUE
cs0028 c# has the wrong signature to be an entry point,TRUE
csvhelper c#,TRUE
switch in c#,TRUE
c# aggregate,TRUE
char array to string c#,TRUE
c# interface properties,TRUE
ca1506 c# is coupled with different types from different namespaces. rewrite or refactor the code to decrease its class coupling below.,TRUE
c# unit test,TRUE
c# array methods,TRUE
c# to vb net converter,FALSE
c# enumerator,TRUE
reflection c#,TRUE
c# sqldatareader,TRUE
regex replace c#,TRUE
c# sorted dictionary,TRUE
cs1043 c# { or ; expected,FALSE
c# if and,TRUE
c# 9.0,TRUE
c# trimend,TRUE
fileinfo c#,TRUE
c# extension property,TRUE
c# array.sort,TRUE
sqlite c#,TRUE
array.sort c#,TRUE
c# getters and setters,TRUE
c# capitalize first letter,TRUE
c# interactive,TRUE
c# command line parser,TRUE
c# parallel foreach,TRUE
c# excel,TRUE
c# date formats,TRUE
c# get current time,TRUE
c# deserialize xml,TRUE
missing compiler required member 'microsoft.csharp.runtimebinder.csharpargumentinfo.create',FALSE
c# mvc,TRUE
c# textreader,TRUE
c# for dummies,TRUE
c# await async,TRUE
c# crlf,TRUE
declare array c#,TRUE
c# datetime from string,TRUE
c# get,TRUE
c# json serializer,TRUE
c# sorteddictionary,TRUE
string compare c#,TRUE
cs0266 c# cannot implicitly convert type 'int?' to 'int'. an explicit conversion exists (are you missing a cast?),FALSE
opencv c#,TRUE
combobox c#,TRUE
c# async constructor,TRUE
htmlagilitypack c#,TRUE
cs0230 c# type and identifier are both required in a foreach statement,FALSE
cs0234 c# the type or namespace name 'practices' does not exist in the namespace 'microsoft' (are you missing an assembly reference?),FALSE
cs1977 c# cannot use a lambda expression as an argument to a dynamically dispatched operation without first casting it to a delegate or expression tree type.,FALSE
cs0234 c# the type or namespace name 'shared' does not exist in the namespace (are you missing an assembly reference?),FALSE
c# return multiple values,TRUE
dllimport c#,TRUE
c# remove spaces from string,TRUE
c# property get set,TRUE
c# convert array to list,TRUE
c# char to string,TRUE
c# do while loop,FALSE
c# icomparer,TRUE
c# custom exception,TRUE
double c#,TRUE
c# structure,TRUE
c# socket,TRUE
cs0433 c# and asp.net the type exists in both and,FALSE
stack c#,TRUE
cs0111 c# type 'form1' already defines a member called '.ctor' with the same parameter types,FALSE
c# implicit conversion,TRUE
c# integer division,TRUE
c# xml parser,TRUE
c# variable types,TRUE
string contains c#,TRUE
c# date format strings,TRUE
iformatprovider c#,TRUE
c# encrypt string,TRUE
jsonconvert.deserializeobject c#,TRUE
cs0029 c# cannot implicitly convert type 'bool' to,FALSE
c# serializable,TRUE
cs0234 c# the type or namespace name 'resources' does not exist in the namespace (are you missing an assembly reference?),FALSE
c# exception types,TRUE
c# image,TRUE
c# point,TRUE
c# square root,TRUE
c# get assembly version,TRUE
initialize array c#,TRUE
c# sizeof,TRUE
cs0234 c# the type or namespace name 'azure' does not exist in the namespace 'microsoft' (are you missing an assembly reference?),FALSE
cs1061 c# 'mainform' does not contain a definition for and no accessible extension method accepting a first argument of type 'mainform' could be found (are you missing a using directive or an assembly reference?),FALSE
cs0016 c# could not write to output file -- ',FALSE
c# dispose pattern,TRUE
console.readline c#,TRUE
c# abstract property,TRUE
c# append to file,TRUE
c# remove item from list,TRUE
c# loop through dictionary,TRUE
split c#,TRUE
c# operator overload,TRUE
c# initialize string array,TRUE
fluent validation c#,TRUE
c# class inheritance,TRUE
c# exponent,TRUE
cs0138 c# a 'using namespace' directive can only be applied to namespaces; is a type not a namespace. consider a 'using static' directive instead,FALSE
c# threadpool,TRUE
c# datetime compare,TRUE
c# test for null,FALSE
c# main,TRUE
cs0029 c# cannot implicitly convert type 'void' to 'object',FALSE
c# idictionary,TRUE
cs4032 c# the 'await' operator can only be used within an async method. consider marking this method with the 'async' modifier and changing its return type to.,FALSE
c# equals,TRUE
cs0104 c# 'vector3' is an ambiguous reference between and 'unityengine.vector3',FALSE
c# convert string to bool,TRUE
c# int.parse,TRUE
c# pointer,TRUE
cs8625 c# cannot convert null literal to non-nullable reference type.,FALSE
microsoft c# certification,TRUE
httpcontent c#,TRUE
c# microsoft,TRUE
c# tasks,TRUE
c# variables,TRUE
c# new datetime,TRUE
c# practice,TRUE
ihttpclientfactory c#,TRUE
ide0056 c# indexing can be simplified,FALSE
c# instr,TRUE
c# template,TRUE
c# new,TRUE
webclient c#,TRUE
sortedlist c#,TRUE
c# is not null,FALSE
c# carriage return line feed,TRUE
c# write text to file,TRUE
c# inline function,TRUE
c# binary search,TRUE
c# callback,TRUE
c# copy constructor,TRUE
c# list count,TRUE
cs1061 c# does not contain a definition for 'orderby' and no accessible extension method 'orderby' accepting a first argument of type could be found (are you missing a using directive or an assembly reference?),FALSE
c# property default value,FALSE
operator c#,TRUE
c# padleft,TRUE
c# switch type,TRUE
c# list of strings,TRUE
c# list vs array,TRUE
sqlconnection c#,TRUE
c# enum strings,TRUE
c# get type of object,TRUE
c# convert string to guid,TRUE
c# toshortdatestring,TRUE
c# iterate enum,TRUE
c# array size,TRUE
c# string to integer,TRUE
cs1061 c# 'form1' does not contain a definition for 'textbox1_textchanged' and no accessible extension method 'textbox1_textchanged' accepting a first argument of type 'form1' could be found (are you missing a using directive or an assembly reference?),FALSE
cs0103 c# the name 'html' does not exist in the current context,FALSE
index of c#,TRUE
c# xmlserializer,TRUE
cs8107 c# feature is not available in c# 7.0. please use language version 7.3 or greater.,FALSE
javascriptserializer c#,TRUE
c# game engine,TRUE
jsonconvert c#,TRUE
c# create directory if not exist,FALSE
mono c#,TRUE
cs0266 c# cannot implicitly convert type 'decimal' to 'int'. an explicit conversion exists (are you missing a cast?),FALSE
c# array of objects,TRUE
c# copy object,TRUE
format string c#,TRUE
c# @ string,TRUE
c# foreach enum,TRUE
c# char to int,TRUE
c# interpolated string,TRUE
c# format number,TRUE
c# abstract method,TRUE
c# memorycache,TRUE
absolute value c#,TRUE
=> c#,TRUE
c# datetime.parse,TRUE
cs0571 c# '': cannot explicitly call operator or accessor,FALSE
c# virtual property,TRUE
c# array copy,TRUE
read file c#,TRUE
c# xdocument,TRUE
c# string equals,TRUE
c# string @,TRUE
c# left,TRUE
c# interlocked,TRUE
convert string to double c#,TRUE
c# scripting,TRUE
decompiler c#,TRUE
cs8103 c# combined length of user strings used by the program exceeds allowed limit. try to decrease use of string literals.,FALSE
cs1729 c# does not contain a constructor that takes 3 arguments,FALSE
c# getfiles,TRUE
c# interface examples,TRUE
c# learning,TRUE
cs0266 c# cannot implicitly convert type 'float' to 'int'. an explicit conversion exists (are you missing a cast?),FALSE
c# program,TRUE
c# new list,TRUE
c# base class,TRUE
c# string list,TRUE
c# override method,TRUE
c# clone,TRUE
c# #define,TRUE
c# web api,TRUE
c# timer example,TRUE
c# $,TRUE
xml to c#,TRUE
c# null operator,TRUE
c# double vs decimal,FALSE
array length c#,TRUE
c# create folder,TRUE
c# split string delimiter,TRUE
c# test,TRUE
format datetime c#,TRUE
c# guide,TRUE
xmlreader c#,TRUE
c# regular expressions,TRUE
c# course,TRUE
f# vs c#,TRUE
delegates in c#,TRUE
c# constructors,TRUE
c# enum class,TRUE
c# lambda function,TRUE
c# escape quotes,TRUE
sort list c#,TRUE
directory.getfiles c#,TRUE
c# iterate dictionary,TRUE
c# bitarray,TRUE
c# format currency,TRUE
c# dapper,TRUE
c# enum string value,TRUE
c# read xml,TRUE
c# uint,TRUE
c# threads,TRUE
c# expandoobject,TRUE
c# app.config,TRUE
encapsulation c#,TRUE
c# nullable int,TRUE
c# optional parameters,TRUE
ide0022 c# use expression body for methods,TRUE
c# regex cheat sheet,TRUE
c# write stream to file,TRUE
c# sql,TRUE
c# get file name from path,TRUE
c# xml serialization,TRUE
metadata file could not be found c#,FALSE
c# key value pair,TRUE
cs0139 c# no enclosing loop out of which to break or continue,FALSE
c# distinct,TRUE
c# ++,TRUE
.net c#,TRUE
head first c#,TRUE
c# serialport,TRUE
drop c# tuning,TRUE
c# savefiledialog,TRUE
c# implement interface,TRUE
c# an object reference is required non-static,TRUE
c# copy array,TRUE
array to list c#,TRUE
c# code examples,TRUE
string builder c#,TRUE
c# division,TRUE
c# deep copy,TRUE
c# escape double quote,TRUE
c# date format string,TRUE
linkedlist c#,TRUE
cs1501 c# no overload for method takes 5 arguments,FALSE
c# index of,TRUE
c# property setter,TRUE
? operator c#,TRUE
csharp tutorial,TRUE
list sort c#,TRUE
c# number format,TRUE
c# class to json,FALSE
c# wiki,TRUE
c# catch multiple exceptions,FALSE
sqldatareader c#,TRUE
abstract class vs interface c#,TRUE
c# convert string to decimal,TRUE
c# decimal type,TRUE
xelement c#,TRUE
textfieldparser c#,TRUE
c# read json,TRUE
cs0428 c# cannot convert method group to non-delegate type 'bool'. did you intend to invoke the method?,FALSE
c# coding standards,TRUE
c# 2 dimensional array,TRUE
jagged array c#,TRUE
c# parse int,TRUE
server.mappath c#,TRUE
c# http request,TRUE
memorystream c#,TRUE
c# do until,TRUE
input string was not in a correct format c#,FALSE
c# console.readline,TRUE
action c#,TRUE
c# decimal literal,TRUE
select case c#,TRUE
c# sftp,TRUE
cs8025 c# feature is not available in c# 4. please use language version 7.0 or greater.,FALSE
ide0038 c# use pattern matching,TRUE
c# interface constructor,TRUE
c# array of arrays,TRUE
xmldocument c#,TRUE
how to code c#,TRUE
c# serial port,TRUE
c# rethrow exception,TRUE
godot c#,TRUE
online c# editor,TRUE
c# list.sort,TRUE
c# httpcontent,TRUE
c# generic list,TRUE
cs7034 c# the specified version string does not conform to the required format - major[.minor[.build[.revision]]],FALSE
singleton pattern c#,TRUE
cs0019 c# operator '*' cannot be applied to operands of type 'decimal' and 'double',FALSE
cs8059 c# feature is not available in c# 6. please use language version 7.0 or greater.,FALSE
cs8701 c# target runtime doesn',FALSE
string to double c#,TRUE
interface in c#,TRUE
c# two dimensional arrays,TRUE
c# sendkeys,TRUE
int.parse c#,TRUE
c# list addrange,TRUE
bl0001 c# component parameter should have a public setter.,FALSE
c# deconstructor,TRUE
c# list initialization,TRUE
cs0234 c# the type or namespace name 'ui' does not exist in the namespace 'system.web' (are you missing an assembly reference?),FALSE
lists in c#,TRUE
extension methods c#,TRUE
xml serialization c#,TRUE
c# length of string,TRUE
ienumerator c#,TRUE
c# ^,TRUE
c# progress bar,TRUE
c# try parse,TRUE
parse json c#,TRUE
c# custom attribute,TRUE
expandoobject c#,TRUE
c# nullable string,TRUE
semaphoreslim c#,TRUE
c# and or,TRUE
c# json serialization,TRUE
c# icollection,TRUE
isnumeric c#,TRUE
c# dayofweek,TRUE
c# file copy,TRUE
c# sql connection string,TRUE
xdocument c#,TRUE
c# string format specifiers,TRUE
c# truncate string,TRUE
c# convert string to integer,TRUE
float c#,TRUE
c# get file extension,TRUE
c# textbox,TRUE
thread c#,TRUE
cs0234 c# and asp.net the type or namespace name 'linq' does not exist in the namespace 'system' (are you missing an assembly reference?),FALSE
cs1660 c# cannot convert lambda expression to type 'object' because it is not a delegate type,FALSE
c# current directory,TRUE
c# if else shorthand,FALSE
c# currency format,TRUE
c# encryption,TRUE
cs1061 c# does not contain a definition for 'name' and no accessible extension method 'name' accepting a first argument of type could be found (are you missing a using directive or an assembly reference?),FALSE
c# read text file line by line,TRUE
c# enum from string,TRUE
c# get date,TRUE
c# command line arguments,TRUE
c# binaryreader,TRUE
c# convert char array to string,TRUE
c# current time,TRUE
c# check if object is null,FALSE
=> in c#,TRUE
c# file io,TRUE
lambda expressions c#,TRUE
c# in,TRUE
optional parameter c#,TRUE
cs1525 c# invalid expression term '>',FALSE
c# structs,TRUE
c# this keyword,TRUE
filesystemwatcher c#,TRUE
graphql c#,TRUE
cs0234 c# the type or namespace name 'extensions' does not exist in the namespace 'microsoft' (are you missing an assembly reference?),FALSE
c# create list,TRUE
c# static variable,TRUE
c# ref vs out,TRUE
c# string.substring,TRUE
c# enum.parse,TRUE
c# find string in string,TRUE
c# sql query,TRUE
c# bigint,TRUE
c# environment variable,TRUE
c# inline null check,FALSE
c# primitive types,TRUE
c# null,TRUE
tuples c#,TRUE
xmlserializer c#,TRUE
c# compare dates,TRUE
c# jsonconvert,TRUE
c# csv,TRUE
bubble sort c#,TRUE
c# remove duplicates from list,TRUE
httpclient getasync c#,TRUE
c# extend class,TRUE
multidimensional array c#,TRUE
c# example,TRUE
c# append to array,TRUE
ca1707 c# remove the underscores from namespace name.,TRUE
properties c#,TRUE
cs0234 c# the type or namespace name 'identitymodel' does not exist in the namespace 'microsoft' (are you missing an assembly reference?),FALSE
ide0046 c# 'if' statement can be simplified,FALSE
c# extensions,TRUE
c# websocket,TRUE
c# elvis operator,TRUE
httpcontext c#,TRUE
c# machine learning,TRUE
c# with statement,TRUE
iqueryable c#,TRUE
c# catch when,TRUE
datetime.now c#,TRUE
c# string to json,TRUE
c# task example,TRUE
c# stream to byte array,TRUE
c# const array,TRUE
c# url decode,TRUE
c# integer,TRUE
c# switch string,TRUE
c# convert datetime to string,TRUE
c# enum type,TRUE
c# nested class,TRUE
c# regex.replace,TRUE
cs1061 c# 'httpclient' does not contain a definition for and no accessible extension method accepting a first argument of type 'httpclient' could be found (are you missing a using directive or an assembly reference?),FALSE
visual c# express,TRUE
c# named parameters,TRUE
multithreading c#,TRUE
convert json to c#,FALSE
c# directory exists,TRUE
cs0270 c# array size cannot be specified in a variable declaration (try initializing with a 'new' expression),FALSE
regular expression c#,TRUE
c# converter,TRUE
listbox c#,TRUE
c# do loop,TRUE
dataset c#,TRUE
cs0428 c# cannot convert method group to non-delegate type. did you intend to invoke the method?,FALSE
c# list of lists,FALSE
c# exponent operator,TRUE
c# exit,TRUE
c# unzip file,TRUE
c# byte[] to string,TRUE
c# int max,TRUE
c# get files in directory,TRUE
c# send an e mail,TRUE
c# html parser,TRUE
c# loop through list,TRUE
c# pad,TRUE
c# int tryparse,TRUE
c# htmlencode,TRUE
c# null check operator,FALSE
timer in c#,TRUE
c# concurrentqueue,TRUE
if c#,TRUE
cs7065 c# error building win32 resources -- icon stream is not in the expected format.,FALSE
c# power,TRUE
c# lastindexof,TRUE
switch expression c#,TRUE
